"","200710A","200710B","200711A","200711B","200712A","200712B","200801A","200801B","200802A","200802B","200803A","200803B","200804A","200804B","200805A","200805B","200806A","200806B","200807A","200807B","200808A","200808B","200809A","200809B","200810A","200810B","200811A","200811B","200812A","200812B","200901A","200901B","200902A","200902B","200903A","200903B","200904A","200904B","200905A","200905B","200906A","200906B","200907A","200907B","200908A","200908B","200909A","200909B","200910A","200910B","200911A","200911B","200912A","200912B","201001A","201001B","201002A","201002B","201003A","201003B","201004A","201004B","201005A","201005B","201006A","201006B","201007A","201007B","201008A","201008B","201009A","201009B","201010A","201010B","201011A","201011B","201012A","201012B","201101A","201101B","201102A","201102B","201103A","201103B","201104A","201104B","201105A","201105B","201106A","201106B","201107A","201107B","201108A","201108B","201109A","201109B","201110A","201110B","201111A","201111B","201112A","201112B","201201A","201201B","201202A","201202B","201203A","201203B","201204A","201204B","201205A","201205B","201206A","201206B","201207A","201207B","201208A","201208B","201209A","201209B","201210A","201210B","201211A","201211B","201212A","201212B","201301A","201301B","201302A","201302B","201303A","201303B","201304A","201304B","201305A","201305B","201306A","201306B","201307A","201307B","201308A","201308B","201309A","201309B","201310A","201310B","201311A","201311B","201312A","201312B","201401A","201401B","201402A","201402B","201403A","201403B","201404A","201404B","201405A","201405B","201406A","201406B","201407A","201407B","201408A","201408B","201409A","201409B","201410A","201410B","201411A","201411B","201412A","201412B","201501A","201501B","201502A","201502B","201503A","201503B","201504A","201504B","201505A","201505B","201506A","201506B","201507A","201507B","201508A","201508B","201509A","201509B","201510A","201510B","201511A","201511B","201512A","201512B"
"LG.5",105.466666666667,105.466666666667,96.9375,96.9375,107.26,107.26,37.825,37.825,46.36,46.36,97,97,59.27,59.27,29.475,29.475,58.34,58.34,NA,NA,231.775,231.775,68.1125,68.1125,82.54,82.54,72.8625,72.8625,134.2125,134.2125,67.1875,67.1875,42.05,42.05,30.5125,30.5125,100.3375,100.3375,38.85,38.85,25.5625,25.5625,44.275,44.275,11.55,11.55,9.35833333333333,9.35833333333333,52.6,52.6,121.6125,121.6125,127.24,127.24,44.675,44.675,84.225,84.225,79.0875,79.0875,43.825,43.825,64.175,64.175,47.25,47.25,149.133333333333,149.133333333333,160.6,160.6,104.666666666667,104.666666666667,99.5375,99.5375,95.2,95.2,94.325,94.325,79.2666666666667,79.2666666666667,52.025,52.025,37.275,37.275,55.65,55.65,80.4125,80.4125,39.8833333333333,39.8833333333333,64.4,64.4,34.8833333333333,34.8833333333333,70.8125,70.8125,60.075,60.075,90.3666666666667,90.3666666666667,88.3333333333333,88.3333333333333,55.8125,55.8125,60.15,60.15,60.45,60.45,130.483333333333,130.483333333333,19.4375,19.4375,46.525,46.525,59.8875,59.8875,32.975,32.975,24.5,24.5,77.45,77.45,173.0125,173.0125,117.5125,117.5125,78.7666666666667,78.7666666666667,78.8,78.8,57.8,57.8,109.316666666667,109.316666666667,85.95,85.95,43.55,43.55,73.8375,73.8375,40.775,40.775,63.15,63.15,112.633333333333,112.633333333333,121.3,121.3,93.1,93.1,77.55,77.55,20.05,20.05,107.45,107.45,131.2,131.2,92.5666666666667,92.5666666666667,112.116666666667,112.116666666667,30.85,30.85,74.7333333333333,74.7333333333333,41.5666666666667,41.5666666666667,93.1333333333333,93.1333333333333,142.6,142.6,135.89,135.89,74.7,74.7,91.3833333333333,91.3833333333333,60.7125,60.7125,132.25,132.25,101,101,98.55,98.55,11.2833333333333,11.2833333333333,29.125,29.125,22.6375,22.6375,32.95,32.95,159.325,159.325,129.075,129.075
"LG.6",107.3,107.3,106.875,106.875,111.68,111.68,34.775,34.775,56.4,56.4,86.32,86.32,62.16,62.16,36.16,36.16,53.76,53.76,NA,NA,241.5,241.5,88.675,88.675,112.34,112.34,58.55,58.55,170.825,170.825,64.6,64.6,40.775,40.775,31.125,31.125,103.125,103.125,58.775,58.775,36.6,36.6,52.45,52.45,23.775,23.775,20.58,20.58,53.25,53.25,180.325,180.325,149.14,149.14,50.1,50.1,87.575,87.575,76.45,76.45,53.775,53.775,83.8,83.8,78.825,78.825,220.266666666667,220.266666666667,152.266666666667,152.266666666667,152.066666666667,152.066666666667,114.175,114.175,112.566666666667,112.566666666667,150.7,150.7,76.1333333333333,76.1333333333333,62.6,62.6,45.75,45.75,57.0666666666667,57.0666666666667,80.675,80.675,50.7666666666667,50.7666666666667,NA,NA,NA,NA,114.2,114.2,67.9,67.9,125.4,125.4,134.566666666667,134.566666666667,67.425,67.425,94.4333333333333,94.4333333333333,67.65,67.65,88.8333333333333,88.8333333333333,20.175,20.175,42.625,42.625,87.625,87.625,42.45,42.45,31.0666666666667,31.0666666666667,93.9333333333333,93.9333333333333,159.55,159.55,118.675,118.675,80.3,80.3,76.2333333333333,76.2333333333333,32.5,32.5,79.8333333333333,79.8333333333333,144.6,144.6,60.9666666666667,60.9666666666667,69.7,69.7,66.15,66.15,70.7666666666667,70.7666666666667,139.666666666667,139.666666666667,123.066666666667,123.066666666667,90.3666666666667,90.3666666666667,51.9333333333333,51.9333333333333,8.6,8.6,98.5,98.5,94.2,94.2,82.4666666666667,82.4666666666667,104.933333333333,104.933333333333,29.1333333333333,29.1333333333333,65.3333333333333,65.3333333333333,42.3,42.3,99.8333333333333,99.8333333333333,99.65,99.65,130.68,130.68,94.95,94.95,74,74,81.35,81.35,125.5,125.5,97.825,97.825,84.875,84.875,11.4333333333333,11.4333333333333,24.275,24.275,18.4,18.4,38,38,142.125,142.125,110,110
"LS.11",NA,NA,8.85833333333333,8.85833333333333,18.3935483870968,18.3935483870968,8.27096774193548,8.27096774193548,5.99655172413793,5.99655172413793,16.0193548387097,16.0193548387097,11.6533333333333,11.6533333333333,6.65161290322581,6.65161290322581,10.8633333333333,10.8633333333333,8.47333333333333,8.47333333333333,15.7806451612903,15.7806451612903,14.26,14.26,16.8967741935484,16.8967741935484,12.9933333333333,12.9933333333333,21.0903225806452,21.0903225806452,10.658064516129,10.658064516129,5.96785714285714,5.96785714285714,6.95806451612903,6.95806451612903,17.0052631578947,17.0052631578947,7.40434782608696,7.40434782608696,8.54,8.54,6.17741935483871,6.17741935483871,3,3,3.94333333333333,3.94333333333333,9.94516129032258,9.94516129032258,26.01,26.01,25.5774193548387,25.5774193548387,8.97096774193548,8.97096774193548,12.9392857142857,12.9392857142857,11.1322580645161,11.1322580645161,4.34,4.34,12.8032258064516,12.8032258064516,9.81666666666667,9.81666666666667,20.4741935483871,20.4741935483871,16.1967741935484,16.1967741935484,23.9366666666667,23.9366666666667,12.4741935483871,12.4741935483871,15.6333333333333,15.6333333333333,18.4225806451613,18.4225806451613,10.0193548387097,10.0193548387097,5.26428571428571,5.26428571428571,6.49677419354839,6.49677419354839,8.74,8.74,13.1741935483871,13.1741935483871,7.98,7.98,8.05806451612903,8.05806451612903,6.43448275862069,6.43448275862069,11.7423076923077,11.7423076923077,11.3,11.3,15.68,15.68,17.8774193548387,17.8774193548387,5.54838709677419,5.54838709677419,12.3068965517241,12.3068965517241,9.75483870967742,9.75483870967742,11.2633333333333,11.2633333333333,4.04516129032258,4.04516129032258,5.58965517241379,5.58965517241379,10.9870967741935,10.9870967741935,5.53333333333333,5.53333333333333,5.05161290322581,5.05161290322581,14.7612903225806,14.7612903225806,21.7333333333333,21.7333333333333,18.3645161290323,18.3645161290323,9.55806451612903,9.55806451612903,11.0535714285714,11.0535714285714,6.56333333333333,6.56333333333333,12.9266666666667,12.9266666666667,15.2612903225806,15.2612903225806,5.12666666666667,5.12666666666667,12.9354838709677,12.9354838709677,6.53870967741936,6.53870967741936,6.91666666666667,6.91666666666667,20.4225806451613,20.4225806451613,20.29,20.29,16.4258064516129,16.4258064516129,4.6258064516129,4.6258064516129,2.50714285714286,2.50714285714286,15.3645161290323,15.3645161290323,10.1533333333333,10.1533333333333,11.0645161290323,11.0645161290323,9.53333333333333,9.53333333333333,2.48387096774194,2.48387096774194,8.23870967741935,8.23870967741935,16.52,16.52,8.00967741935484,8.00967741935484,28.3166666666667,28.3166666666667,17.8387096774194,17.8387096774194,11.6612903225806,11.6612903225806,13.8,13.8,16.0967741935484,16.0967741935484,17.29,17.29,15.9709677419355,15.9709677419355,15.89,15.89,3.07096774193548,3.07096774193548,3.66774193548387,3.66774193548387,1.05333333333333,1.05333333333333,5.21290322580645,5.21290322580645,28.7933333333333,28.7933333333333,19.2193548387097,19.2193548387097
"LS.12",112.866666666667,112.866666666667,104.525,104.525,129.26,129.26,52.3,52.3,60.75,60.75,99.32,99.32,68.84,68.84,33.82,33.82,58.7,58.7,NA,NA,253.05,253.05,120.525,120.525,101.68,101.68,82.475,82.475,168.45,168.45,75.875,75.875,43.8,43.8,36.2,36.2,109.05,109.05,61.5,61.5,40.675,40.675,49.95,49.95,24.9,24.9,25.74,25.74,52.85,52.85,187.575,187.575,158.8,158.8,61.15,61.15,108.175,108.175,73.375,73.375,48.125,48.125,95.375,95.375,82.7,82.7,236.9,236.9,160.866666666667,160.866666666667,182.933333333333,182.933333333333,112.425,112.425,124.733333333333,124.733333333333,154.875,154.875,92.5333333333333,92.5333333333333,57.55,57.55,54.125,54.125,77.6,77.6,106.225,106.225,50.8333333333333,50.8333333333333,NA,NA,NA,NA,167.9,167.9,65.74,65.74,151.566666666667,151.566666666667,138.6,138.6,75.175,75.175,95.1,95.1,74.675,74.675,127.5,127.5,30.125,30.125,51.55,51.55,76.025,76.025,40.5,40.5,36.1666666666667,36.1666666666667,118.266666666667,118.266666666667,178.8,178.8,126.05,126.05,115.766666666667,115.766666666667,86.3,86.3,52.4666666666667,52.4666666666667,111.1,111.1,123.7,123.7,64.0666666666667,64.0666666666667,92.3,92.3,70.7,70.7,75.9333333333333,75.9333333333333,149.266666666667,149.266666666667,165.433333333333,165.433333333333,122.666666666667,122.666666666667,80.7,80.7,14.6,14.6,101.033333333333,101.033333333333,119.866666666667,119.866666666667,111.6,111.6,110.9,110.9,36.8,36.8,88.8,88.8,60.8333333333333,60.8333333333333,96.8,96.8,124.25,124.25,130.925,130.925,83.18,83.18,121.633333333333,121.633333333333,60.225,60.225,131.525,131.525,138.875,138.875,91.725,91.725,8.36666666666667,8.36666666666667,25.45,25.45,26.95,26.95,30.5,30.5,154.6,154.6,108.275,108.275
"LS.5",NA,NA,8.85833333333333,8.85833333333333,18.3935483870968,18.3935483870968,8.27096774193548,8.27096774193548,5.99655172413793,5.99655172413793,16.0193548387097,16.0193548387097,11.6533333333333,11.6533333333333,6.65161290322581,6.65161290322581,10.8633333333333,10.8633333333333,8.47333333333333,8.47333333333333,15.7806451612903,15.7806451612903,14.26,14.26,16.8967741935484,16.8967741935484,12.9933333333333,12.9933333333333,21.0903225806452,21.0903225806452,10.658064516129,10.658064516129,5.96785714285714,5.96785714285714,6.95806451612903,6.95806451612903,17.0052631578947,17.0052631578947,7.40434782608696,7.40434782608696,8.54,8.54,6.17741935483871,6.17741935483871,3,3,3.94333333333333,3.94333333333333,9.94516129032258,9.94516129032258,26.01,26.01,25.5774193548387,25.5774193548387,8.97096774193548,8.97096774193548,12.9392857142857,12.9392857142857,11.1322580645161,11.1322580645161,4.34,4.34,12.8032258064516,12.8032258064516,9.81666666666667,9.81666666666667,20.4741935483871,20.4741935483871,16.1967741935484,16.1967741935484,23.9366666666667,23.9366666666667,12.4741935483871,12.4741935483871,15.6333333333333,15.6333333333333,18.4225806451613,18.4225806451613,10.0193548387097,10.0193548387097,5.26428571428571,5.26428571428571,6.49677419354839,6.49677419354839,8.74,8.74,13.1741935483871,13.1741935483871,7.98,7.98,8.05806451612903,8.05806451612903,6.43448275862069,6.43448275862069,11.7423076923077,11.7423076923077,11.3,11.3,15.68,15.68,17.8774193548387,17.8774193548387,5.54838709677419,5.54838709677419,12.3068965517241,12.3068965517241,9.75483870967742,9.75483870967742,11.2633333333333,11.2633333333333,4.04516129032258,4.04516129032258,5.58965517241379,5.58965517241379,10.9870967741935,10.9870967741935,5.53333333333333,5.53333333333333,5.05161290322581,5.05161290322581,14.7612903225806,14.7612903225806,21.7333333333333,21.7333333333333,18.3645161290323,18.3645161290323,9.55806451612903,9.55806451612903,11.0535714285714,11.0535714285714,6.56333333333333,6.56333333333333,12.9266666666667,12.9266666666667,15.2612903225806,15.2612903225806,5.12666666666667,5.12666666666667,12.9354838709677,12.9354838709677,6.53870967741936,6.53870967741936,6.91666666666667,6.91666666666667,20.4225806451613,20.4225806451613,20.29,20.29,16.4258064516129,16.4258064516129,4.6258064516129,4.6258064516129,2.50714285714286,2.50714285714286,15.3645161290323,15.3645161290323,10.1533333333333,10.1533333333333,11.0645161290323,11.0645161290323,9.53333333333333,9.53333333333333,2.48387096774194,2.48387096774194,8.23870967741935,8.23870967741935,16.52,16.52,8.00967741935484,8.00967741935484,28.3166666666667,28.3166666666667,17.8387096774194,17.8387096774194,11.6612903225806,11.6612903225806,13.8,13.8,16.0967741935484,16.0967741935484,17.29,17.29,15.9709677419355,15.9709677419355,15.89,15.89,3.07096774193548,3.07096774193548,3.66774193548387,3.66774193548387,1.05333333333333,1.05333333333333,5.21290322580645,5.21290322580645,28.7933333333333,28.7933333333333,19.2193548387097,19.2193548387097
"LS.6",112.866666666667,112.866666666667,104.525,104.525,129.26,129.26,52.3,52.3,60.75,60.75,99.32,99.32,68.84,68.84,33.82,33.82,58.7,58.7,NA,NA,253.05,253.05,120.525,120.525,101.68,101.68,82.475,82.475,168.45,168.45,75.875,75.875,43.8,43.8,36.2,36.2,109.05,109.05,61.5,61.5,40.675,40.675,49.95,49.95,24.9,24.9,25.74,25.74,52.85,52.85,187.575,187.575,158.8,158.8,61.15,61.15,108.175,108.175,73.375,73.375,48.125,48.125,95.375,95.375,82.7,82.7,236.9,236.9,160.866666666667,160.866666666667,182.933333333333,182.933333333333,112.425,112.425,124.733333333333,124.733333333333,154.875,154.875,92.5333333333333,92.5333333333333,57.55,57.55,54.125,54.125,77.6,77.6,106.225,106.225,50.8333333333333,50.8333333333333,NA,NA,NA,NA,167.9,167.9,65.74,65.74,151.566666666667,151.566666666667,138.6,138.6,75.175,75.175,95.1,95.1,74.675,74.675,127.5,127.5,30.125,30.125,51.55,51.55,76.025,76.025,40.5,40.5,36.1666666666667,36.1666666666667,118.266666666667,118.266666666667,178.8,178.8,126.05,126.05,115.766666666667,115.766666666667,86.3,86.3,52.4666666666667,52.4666666666667,111.1,111.1,123.7,123.7,64.0666666666667,64.0666666666667,92.3,92.3,70.7,70.7,75.9333333333333,75.9333333333333,149.266666666667,149.266666666667,165.433333333333,165.433333333333,122.666666666667,122.666666666667,80.7,80.7,14.6,14.6,101.033333333333,101.033333333333,119.866666666667,119.866666666667,111.6,111.6,110.9,110.9,36.8,36.8,88.8,88.8,60.8333333333333,60.8333333333333,96.8,96.8,124.25,124.25,130.925,130.925,83.18,83.18,121.633333333333,121.633333333333,60.225,60.225,131.525,131.525,138.875,138.875,91.725,91.725,8.36666666666667,8.36666666666667,25.45,25.45,26.95,26.95,30.5,30.5,154.6,154.6,108.275,108.275
"MO.10",105.466666666667,105.466666666667,109.025,109.025,110.88,110.88,46.25,46.25,74.86,74.86,109.75,109.75,79.52,79.52,24.85,24.85,73.66,73.66,NA,NA,229.45,229.45,55.4,55.4,90.32,90.32,82.35,82.35,173.4,173.4,89.825,89.825,54.45,54.45,35.825,35.825,84.575,84.575,38.1,38.1,27.025,27.025,28.2,28.2,5.4,5.4,12.1,12.1,62.8,62.8,115.825,115.825,139,139,59.95,59.95,94.4,94.4,87.275,87.275,45.975,45.975,52.725,52.725,63.8,63.8,139.166666666667,139.166666666667,174,174,95.3,95.3,90.25,90.25,99.6666666666667,99.6666666666667,112.825,112.825,93.2333333333333,93.2333333333333,75.8,75.8,50.225,50.225,50.1666666666667,50.1666666666667,64.55,64.55,35.5,35.5,60.2,60.2,28.4666666666667,28.4666666666667,50.7,50.7,46,46,72.3666666666667,72.3666666666667,115.733333333333,115.733333333333,64.325,64.325,57.125,57.125,63.175,63.175,138.766666666667,138.766666666667,18.15,18.15,38.45,38.45,44.2,44.2,14.7,14.7,30.2,30.2,66.4666666666667,66.4666666666667,152.35,152.35,99.175,99.175,94.2666666666667,94.2666666666667,94.1,94.1,38.0333333333333,38.0333333333333,138.633333333333,138.633333333333,81.4333333333333,81.4333333333333,38,38,65.6,65.6,57.45,57.45,59.6333333333333,59.6333333333333,82.5666666666667,82.5666666666667,120.733333333333,120.733333333333,86.2666666666667,86.2666666666667,102.825,102.825,14.7333333333333,14.7333333333333,98.1666666666667,98.1666666666667,117.566666666667,117.566666666667,95.2666666666667,95.2666666666667,108.866666666667,108.866666666667,21.9,21.9,50.5666666666667,50.5666666666667,29.6666666666667,29.6666666666667,110.733333333333,110.733333333333,115.35,115.35,101.82,101.82,98.4,98.4,105,105,86.1,86.1,137.6,137.6,111.95,111.95,114.05,114.05,7.9,7.9,25.825,25.825,17.05,17.05,26.4333333333333,26.4333333333333,120.35,120.35,126.075,126.075
"MO.13",107.65,107.65,116.1375,116.1375,125.03,125.03,47.775,47.775,73.03,73.03,126.75,126.75,84.8,84.8,24.75,24.75,76.57,76.57,NA,NA,234.975,234.975,66.2125,66.2125,103.75,103.75,86,86,176.5375,176.5375,84.9875,84.9875,53.525,53.525,35.8375,35.8375,100.875,100.875,42.775,42.775,38.3875,38.3875,36.275,36.275,8.0375,8.0375,12.8833333333333,12.8833333333333,65.4375,65.4375,122.925,122.925,146.59,146.59,58.2375,58.2375,97.8875,97.8875,80.0375,80.0375,47.3375,47.3375,59.425,59.425,63.8,63.8,153.516666666667,153.516666666667,182.583333333333,182.583333333333,115.583333333333,115.583333333333,108.4875,108.4875,114.483333333333,114.483333333333,126.875,126.875,90.0833333333333,90.0833333333333,77.8625,77.8625,60.925,60.925,62.3833333333333,62.3833333333333,72.3875,72.3875,44.2666666666667,44.2666666666667,71.45,71.45,36.1,36.1,64.95,64.95,59.475,59.475,89.9,89.9,131.533333333333,131.533333333333,72.2125,72.2125,62.3125,62.3125,72.4375,72.4375,143.75,143.75,21,21,39.875,39.875,50.625,50.625,17.45,17.45,30.3166666666667,30.3166666666667,65.75,65.75,165.025,165.025,104.375,104.375,93.1,93.1,93.7666666666667,93.7666666666667,46.6833333333333,46.6833333333333,127.25,127.25,90.1166666666667,90.1166666666667,41.0166666666667,41.0166666666667,78,78,61.425,61.425,67.9,67.9,87.3666666666667,87.3666666666667,126.1,126.1,103.166666666667,103.166666666667,92.1,92.1,16.1,16.1,111.8,111.8,134.516666666667,134.516666666667,129.2,129.2,163.883333333333,163.883333333333,30.1166666666667,30.1166666666667,80.9166666666667,80.9166666666667,38.7666666666667,38.7666666666667,121.083333333333,121.083333333333,128.7625,128.7625,123.52,123.52,97.4333333333333,97.4333333333333,96.9,96.9,79.85,79.85,143.275,143.275,107.45,107.45,121.625,121.625,8.63333333333333,8.63333333333333,29.6875,29.6875,18.8,18.8,29.3166666666667,29.3166666666667,129.75,129.75,132.825,132.825
"MO.7",105.466666666667,105.466666666667,109.025,109.025,110.88,110.88,46.25,46.25,74.86,74.86,109.75,109.75,79.52,79.52,24.85,24.85,73.66,73.66,NA,NA,229.45,229.45,55.4,55.4,90.32,90.32,82.35,82.35,173.4,173.4,89.825,89.825,54.45,54.45,35.825,35.825,84.575,84.575,38.1,38.1,27.025,27.025,28.2,28.2,5.4,5.4,12.1,12.1,62.8,62.8,115.825,115.825,139,139,59.95,59.95,94.4,94.4,87.275,87.275,45.975,45.975,52.725,52.725,63.8,63.8,139.166666666667,139.166666666667,174,174,95.3,95.3,90.25,90.25,99.6666666666667,99.6666666666667,112.825,112.825,93.2333333333333,93.2333333333333,75.8,75.8,50.225,50.225,50.1666666666667,50.1666666666667,64.55,64.55,35.5,35.5,60.2,60.2,28.4666666666667,28.4666666666667,50.7,50.7,46,46,72.3666666666667,72.3666666666667,115.733333333333,115.733333333333,64.325,64.325,57.125,57.125,63.175,63.175,138.766666666667,138.766666666667,18.15,18.15,38.45,38.45,44.2,44.2,14.7,14.7,30.2,30.2,66.4666666666667,66.4666666666667,152.35,152.35,99.175,99.175,94.2666666666667,94.2666666666667,94.1,94.1,38.0333333333333,38.0333333333333,138.633333333333,138.633333333333,81.4333333333333,81.4333333333333,38,38,65.6,65.6,57.45,57.45,59.6333333333333,59.6333333333333,82.5666666666667,82.5666666666667,120.733333333333,120.733333333333,86.2666666666667,86.2666666666667,102.825,102.825,14.7333333333333,14.7333333333333,98.1666666666667,98.1666666666667,117.566666666667,117.566666666667,95.2666666666667,95.2666666666667,108.866666666667,108.866666666667,21.9,21.9,50.5666666666667,50.5666666666667,29.6666666666667,29.6666666666667,110.733333333333,110.733333333333,115.35,115.35,101.82,101.82,98.4,98.4,105,105,86.1,86.1,137.6,137.6,111.95,111.95,114.05,114.05,7.9,7.9,25.825,25.825,17.05,17.05,26.4333333333333,26.4333333333333,120.35,120.35,126.075,126.075
"MO.8",107.65,107.65,116.1375,116.1375,125.03,125.03,47.775,47.775,73.03,73.03,126.75,126.75,84.8,84.8,24.75,24.75,76.57,76.57,NA,NA,234.975,234.975,66.2125,66.2125,103.75,103.75,86,86,176.5375,176.5375,84.9875,84.9875,53.525,53.525,35.8375,35.8375,100.875,100.875,42.775,42.775,38.3875,38.3875,36.275,36.275,8.0375,8.0375,12.8833333333333,12.8833333333333,65.4375,65.4375,122.925,122.925,146.59,146.59,58.2375,58.2375,97.8875,97.8875,80.0375,80.0375,47.3375,47.3375,59.425,59.425,63.8,63.8,153.516666666667,153.516666666667,182.583333333333,182.583333333333,115.583333333333,115.583333333333,108.4875,108.4875,114.483333333333,114.483333333333,126.875,126.875,90.0833333333333,90.0833333333333,77.8625,77.8625,60.925,60.925,62.3833333333333,62.3833333333333,72.3875,72.3875,44.2666666666667,44.2666666666667,71.45,71.45,36.1,36.1,64.95,64.95,59.475,59.475,89.9,89.9,131.533333333333,131.533333333333,72.2125,72.2125,62.3125,62.3125,72.4375,72.4375,143.75,143.75,21,21,39.875,39.875,50.625,50.625,17.45,17.45,30.3166666666667,30.3166666666667,65.75,65.75,165.025,165.025,104.375,104.375,93.1,93.1,93.7666666666667,93.7666666666667,46.6833333333333,46.6833333333333,127.25,127.25,90.1166666666667,90.1166666666667,41.0166666666667,41.0166666666667,78,78,61.425,61.425,67.9,67.9,87.3666666666667,87.3666666666667,126.1,126.1,103.166666666667,103.166666666667,92.1,92.1,16.1,16.1,111.8,111.8,134.516666666667,134.516666666667,129.2,129.2,163.883333333333,163.883333333333,30.1166666666667,30.1166666666667,80.9166666666667,80.9166666666667,38.7666666666667,38.7666666666667,121.083333333333,121.083333333333,128.7625,128.7625,123.52,123.52,97.4333333333333,97.4333333333333,96.9,96.9,79.85,79.85,143.275,143.275,107.45,107.45,121.625,121.625,8.63333333333333,8.63333333333333,29.6875,29.6875,18.8,18.8,29.3166666666667,29.3166666666667,129.75,129.75,132.825,132.825
"MO.9",105.466666666667,105.466666666667,109.025,109.025,110.88,110.88,46.25,46.25,74.86,74.86,109.75,109.75,79.52,79.52,24.85,24.85,73.66,73.66,NA,NA,229.45,229.45,55.4,55.4,90.32,90.32,82.35,82.35,173.4,173.4,89.825,89.825,54.45,54.45,35.825,35.825,84.575,84.575,38.1,38.1,27.025,27.025,28.2,28.2,5.4,5.4,12.1,12.1,62.8,62.8,115.825,115.825,139,139,59.95,59.95,94.4,94.4,87.275,87.275,45.975,45.975,52.725,52.725,63.8,63.8,139.166666666667,139.166666666667,174,174,95.3,95.3,90.25,90.25,99.6666666666667,99.6666666666667,112.825,112.825,93.2333333333333,93.2333333333333,75.8,75.8,50.225,50.225,50.1666666666667,50.1666666666667,64.55,64.55,35.5,35.5,60.2,60.2,28.4666666666667,28.4666666666667,50.7,50.7,46,46,72.3666666666667,72.3666666666667,115.733333333333,115.733333333333,64.325,64.325,57.125,57.125,63.175,63.175,138.766666666667,138.766666666667,18.15,18.15,38.45,38.45,44.2,44.2,14.7,14.7,30.2,30.2,66.4666666666667,66.4666666666667,152.35,152.35,99.175,99.175,94.2666666666667,94.2666666666667,94.1,94.1,38.0333333333333,38.0333333333333,138.633333333333,138.633333333333,81.4333333333333,81.4333333333333,38,38,65.6,65.6,57.45,57.45,59.6333333333333,59.6333333333333,82.5666666666667,82.5666666666667,120.733333333333,120.733333333333,86.2666666666667,86.2666666666667,102.825,102.825,14.7333333333333,14.7333333333333,98.1666666666667,98.1666666666667,117.566666666667,117.566666666667,95.2666666666667,95.2666666666667,108.866666666667,108.866666666667,21.9,21.9,50.5666666666667,50.5666666666667,29.6666666666667,29.6666666666667,110.733333333333,110.733333333333,115.35,115.35,101.82,101.82,98.4,98.4,105,105,86.1,86.1,137.6,137.6,111.95,111.95,114.05,114.05,7.9,7.9,25.825,25.825,17.05,17.05,26.4333333333333,26.4333333333333,120.35,120.35,126.075,126.075
"PS.1",NA,NA,8.85833333333333,8.85833333333333,18.3935483870968,18.3935483870968,8.27096774193548,8.27096774193548,5.99655172413793,5.99655172413793,16.0193548387097,16.0193548387097,11.6533333333333,11.6533333333333,6.65161290322581,6.65161290322581,10.8633333333333,10.8633333333333,8.47333333333333,8.47333333333333,15.7806451612903,15.7806451612903,14.26,14.26,16.8967741935484,16.8967741935484,12.9933333333333,12.9933333333333,21.0903225806452,21.0903225806452,10.658064516129,10.658064516129,5.96785714285714,5.96785714285714,6.95806451612903,6.95806451612903,17.0052631578947,17.0052631578947,7.40434782608696,7.40434782608696,8.54,8.54,6.17741935483871,6.17741935483871,3,3,3.94333333333333,3.94333333333333,9.94516129032258,9.94516129032258,26.01,26.01,25.5774193548387,25.5774193548387,8.97096774193548,8.97096774193548,12.9392857142857,12.9392857142857,11.1322580645161,11.1322580645161,4.34,4.34,12.8032258064516,12.8032258064516,9.81666666666667,9.81666666666667,20.4741935483871,20.4741935483871,16.1967741935484,16.1967741935484,23.9366666666667,23.9366666666667,12.4741935483871,12.4741935483871,15.6333333333333,15.6333333333333,18.4225806451613,18.4225806451613,10.0193548387097,10.0193548387097,5.26428571428571,5.26428571428571,6.49677419354839,6.49677419354839,8.74,8.74,13.1741935483871,13.1741935483871,7.98,7.98,8.05806451612903,8.05806451612903,6.43448275862069,6.43448275862069,11.7423076923077,11.7423076923077,11.3,11.3,15.68,15.68,17.8774193548387,17.8774193548387,5.54838709677419,5.54838709677419,12.3068965517241,12.3068965517241,9.75483870967742,9.75483870967742,11.2633333333333,11.2633333333333,4.04516129032258,4.04516129032258,5.58965517241379,5.58965517241379,10.9870967741935,10.9870967741935,5.53333333333333,5.53333333333333,5.05161290322581,5.05161290322581,14.7612903225806,14.7612903225806,21.7333333333333,21.7333333333333,18.3645161290323,18.3645161290323,9.55806451612903,9.55806451612903,11.0535714285714,11.0535714285714,6.56333333333333,6.56333333333333,12.9266666666667,12.9266666666667,15.2612903225806,15.2612903225806,5.12666666666667,5.12666666666667,12.9354838709677,12.9354838709677,6.53870967741936,6.53870967741936,6.91666666666667,6.91666666666667,20.4225806451613,20.4225806451613,20.29,20.29,16.4258064516129,16.4258064516129,4.6258064516129,4.6258064516129,2.50714285714286,2.50714285714286,15.3645161290323,15.3645161290323,10.1533333333333,10.1533333333333,11.0645161290323,11.0645161290323,9.53333333333333,9.53333333333333,2.48387096774194,2.48387096774194,8.23870967741935,8.23870967741935,16.52,16.52,8.00967741935484,8.00967741935484,28.3166666666667,28.3166666666667,17.8387096774194,17.8387096774194,11.6612903225806,11.6612903225806,13.8,13.8,16.0967741935484,16.0967741935484,17.29,17.29,15.9709677419355,15.9709677419355,15.89,15.89,3.07096774193548,3.07096774193548,3.66774193548387,3.66774193548387,1.05333333333333,1.05333333333333,5.21290322580645,5.21290322580645,28.7933333333333,28.7933333333333,19.2193548387097,19.2193548387097
