"","200710A","200710B","200711A","200711B","200712A","200712B","200801A","200801B","200802A","200802B","200803A","200803B","200804A","200804B","200805A","200805B","200806A","200806B","200807A","200807B","200808A","200808B","200809A","200809B","200810A","200810B","200811A","200811B","200812A","200812B","200901A","200901B","200902A","200902B","200903A","200903B","200904A","200904B","200905A","200905B","200906A","200906B","200907A","200907B","200908A","200908B","200909A","200909B","200910A","200910B","200911A","200911B","200912A","200912B","201001A","201001B","201002A","201002B","201003A","201003B","201004A","201004B","201005A","201005B","201006A","201006B","201007A","201007B","201008A","201008B","201009A","201009B","201010A","201010B","201011A","201011B","201012A","201012B","201101A","201101B","201102A","201102B","201103A","201103B","201104A","201104B","201105A","201105B","201106A","201106B","201107A","201107B","201108A","201108B","201109A","201109B","201110A","201110B","201111A","201111B","201112A","201112B","201201A","201201B","201202A","201202B","201203A","201203B","201204A","201204B","201205A","201205B","201206A","201206B","201207A","201207B","201208A","201208B","201209A","201209B","201210A","201210B","201211A","201211B","201212A","201212B","201301A","201301B","201302A","201302B","201303A","201303B","201304A","201304B","201305A","201305B","201306A","201306B","201307A","201307B","201308A","201308B","201309A","201309B","201310A","201310B","201311A","201311B","201312A","201312B","201401A","201401B","201402A","201402B","201403A","201403B","201404A","201404B","201405A","201405B","201406A","201406B","201407A","201407B","201408A","201408B","201409A","201409B","201410A","201410B","201411A","201411B","201412A","201412B","201501A","201501B","201502A","201502B","201503A","201503B","201504A","201504B","201505A","201505B","201506A","201506B","201507A","201507B","201508A","201508B","201509A","201509B","201510A","201510B","201511A","201511B","201512A","201512B"
"LG.5",29.5,29.5,28,28,31.25,31.25,29,29,28,28,27.75,27.75,28.5,28.5,28.75,28.75,28.25,28.25,NA,NA,28,28,28,28,29.25,29.25,29.5,29.5,28,28,27.75,27.75,28.25,28.25,28.5,28.5,29,29,28.75,28.75,29,29,28.75,28.75,29,29,29.5,29.5,30.5,30.5,28,28,28,28,27.5,27.5,28,28,29,29,28.75,28.75,29,29,28,28,27.5,27.5,28,28,27.75,27.75,28.75,28.75,27.25,27.25,27.5,27.5,27.75,27.75,28.25,28.25,28.5,28.5,28,28,28.5,28.5,28.5,28.5,28.25,28.25,28.25,28.25,28,28,29,29,27.75,27.75,27.5,27.5,27.75,27.75,27.5,27.5,28,28,27.75,27.75,29,29,29,29,28,28,28.25,28.25,29,29,29.75,29.75,28,28,28.5,28.5,29,29,27.25,27.25,29.25,29.25,29.25,29.25,28.5,28.5,28.25,28.25,29,29,27.5,27.5,27.75,27.75,28.5,28.5,27.75,27.75,27.5,27.5,27.5,27.5,28.25,28.25,28.25,28.25,28,28,28,28,28,28,28.25,28.25,28.5,28.5,28.5,28.5,28,28,27.5,27.5,28,28,27.5,27.5,27.25,27.25,27.75,27.75,28,28,28.75,28.75,27.75,27.75,29.25,29.25,28.75,28.75,30,30,28,28,29,29,27.75,27.75
"LG.6",30.5,30.5,28.5,28.5,28,28,28.5,28.5,28.5,28.5,28.5,28.5,29.5,29.5,30,30,29,29,NA,NA,29.5,29.5,29.5,29.5,30,30,29.5,29.5,28,28,28,28,30,30,29.5,29.5,30,30,30.5,30.5,31.5,31.5,30.5,30.5,31,31,31.5,31.5,31.5,31.5,28.5,28.5,29,29,28.5,28.5,28.5,28.5,28,28,30.5,30.5,30.5,30.5,29.5,29.5,29,29,29.5,29.5,29.5,29.5,30,30,28.5,28.5,28,28,28.5,28.5,29.5,29.5,30,30,29.5,29.5,30.5,30.5,30.5,30.5,NA,NA,NA,NA,30.5,30.5,30.5,30.5,29,29,28.5,28.5,29,29,28,28,29.5,29.5,29,29,31,31,30.5,30.5,30,30,30,30,31.5,31.5,31.5,31.5,29.5,29.5,29,29,30,30,29.5,29.5,31,31,31.5,31.5,30.5,30.5,31,31,31.5,31.5,31.5,31.5,30,30,30.5,30.5,27.5,27.5,28.5,28.5,28.5,28.5,30.5,30.5,30,30,29.5,29.5,31.5,31.5,31.5,31.5,30.5,30.5,31,31,30.5,30.5,30.5,30.5,29.5,29.5,29,29,28.5,28.5,29.5,29.5,30,30,29,29,30.5,30.5,30,30,30,30,31,31,31,31,31,31,30,30,30,30
"LS.11",NA,NA,27.5,27.5,25.5,25.5,27,27,27.5,27.5,27,27,27,27,28.5,28.5,26,26,25.5,25.5,26,26,27.5,27.5,27.5,27.5,26,26,26,26,25,25,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,28.5,28.5,26.5,26.5,25.5,25.5,26.5,26.5,27,27,27,27,26.5,26.5,27,27,26.5,26.5,25,25,26.5,26.5,26,26,26.5,26.5,25.5,25.5,25,25,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,27,27,26.5,26.5,26,26,27,27,27,27,29,29,26.5,26.5,25.5,25.5,26,26,26,26,28,28,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,28,28,27.5,27.5,26,26,25.5,25.5,26.5,26.5,27,27,28.5,28.5,27.5,27.5,26.5,26.5,26,26,25.5,25.5,27,27,27,27,27,27,25.5,25.5,26,26,27.5,27.5,28.5,28.5,28.5,28.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,29,29,27,27,27,27,26.5,26.5,27.5,27.5,26,26,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,26.5,26.5,26.5,26.5,28.5,28.5
"LS.12",31.5,31.5,28.5,28.5,28.5,28.5,29.5,29.5,30,30,28.5,28.5,29,29,30.5,30.5,27.5,27.5,NA,NA,28,28,28.5,28.5,28.5,28.5,28.5,28.5,27,27,27,27,28.5,28.5,29,29,29.5,29.5,29.5,29.5,29.5,29.5,28.5,28.5,30.5,30.5,30.5,30.5,31.5,31.5,27.5,27.5,27.5,27.5,28.5,28.5,28.5,28.5,29.5,29.5,28.5,28.5,29.5,29.5,28,28,27.5,27.5,28.5,28.5,27.5,27.5,25,25,-Inf,-Inf,24,24,29,29,29,29,30,30,29.5,29.5,29.5,29.5,30.5,30.5,NA,NA,NA,NA,26.5,26.5,27.5,27.5,29.5,29.5,29.5,29.5,29,29,29.5,29.5,29,29,29.5,29.5,29,29,25.5,25.5,27,27,27.5,27.5,28,28,29,29,27,27,26,26,26.5,26.5,27,27,28.5,28.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,26.5,26.5,27.5,27.5,27,27,26,26,26,26,26,26,27.5,27.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,29,29,28.5,28.5,27.5,27.5,27.5,27.5,27.5,27.5,26.5,26.5,26,26,26,26,26.5,26.5,27.5,27.5,27,27,27.5,27.5,27.5,27.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,31,31
"LS.5",NA,NA,27.5,27.5,25.5,25.5,27,27,27.5,27.5,27,27,27,27,28.5,28.5,26,26,25.5,25.5,26,26,27.5,27.5,27.5,27.5,26,26,26,26,25,25,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,28.5,28.5,26.5,26.5,25.5,25.5,26.5,26.5,27,27,27,27,26.5,26.5,27,27,26.5,26.5,25,25,26.5,26.5,26,26,26.5,26.5,25.5,25.5,25,25,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,27,27,26.5,26.5,26,26,27,27,27,27,29,29,26.5,26.5,25.5,25.5,26,26,26,26,28,28,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,28,28,27.5,27.5,26,26,25.5,25.5,26.5,26.5,27,27,28.5,28.5,27.5,27.5,26.5,26.5,26,26,25.5,25.5,27,27,27,27,27,27,25.5,25.5,26,26,27.5,27.5,28.5,28.5,28.5,28.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,29,29,27,27,27,27,26.5,26.5,27.5,27.5,26,26,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,26.5,26.5,26.5,26.5,28.5,28.5
"LS.6",31.5,31.5,28.5,28.5,28.5,28.5,29.5,29.5,30,30,28.5,28.5,29,29,30.5,30.5,27.5,27.5,NA,NA,28,28,28.5,28.5,28.5,28.5,28.5,28.5,27,27,27,27,28.5,28.5,29,29,29.5,29.5,29.5,29.5,29.5,29.5,28.5,28.5,30.5,30.5,30.5,30.5,31.5,31.5,27.5,27.5,27.5,27.5,28.5,28.5,28.5,28.5,29.5,29.5,28.5,28.5,29.5,29.5,28,28,27.5,27.5,28.5,28.5,27.5,27.5,25,25,-Inf,-Inf,24,24,29,29,29,29,30,30,29.5,29.5,29.5,29.5,30.5,30.5,NA,NA,NA,NA,26.5,26.5,27.5,27.5,29.5,29.5,29.5,29.5,29,29,29.5,29.5,29,29,29.5,29.5,29,29,25.5,25.5,27,27,27.5,27.5,28,28,29,29,27,27,26,26,26.5,26.5,27,27,28.5,28.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,26.5,26.5,27.5,27.5,27,27,26,26,26,26,26,26,27.5,27.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,29,29,28.5,28.5,27.5,27.5,27.5,27.5,27.5,27.5,26.5,26.5,26,26,26,26,26.5,26.5,27.5,27.5,27,27,27.5,27.5,27.5,27.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,31,31
"MO.10",27.5,27.5,27.5,27.5,27,27,28,28,27,27,28,28,28.5,28.5,29.5,29.5,29.5,29.5,NA,NA,28.5,28.5,27.5,27.5,28,28,28.5,28.5,28,28,26.5,26.5,27,27,28.5,28.5,29.5,29.5,30,30,30.5,30.5,29.5,29.5,30,30,29.5,29.5,30.5,30.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29,29,27.5,27.5,27.5,27.5,27,27,28.5,28.5,27,27,27.5,27.5,27.5,27.5,26,26,27.5,27.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,26.7,26.7,36.5,36.5,27.5,27.5,27,27,27,27,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29.5,29.5,27.5,27.5,28,28,29,29,30,30,27,27,27.5,27.5,28.5,28.5,27,27,29,29,28.5,28.5,29.5,29.5,27.5,27.5,30,30,26,26,27,27,28.5,28.5,26.5,26.5,28.5,28.5,26.5,26.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,28,28,27,27,28.5,28.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,25,25,26,26,27.5,27.5,27,27,27.5,27.5,27,27,24.5,24.5,27.5,27.5,29.5,29.5,29,29,29,29,26.5,26.5
"MO.13",27.25,27.25,28.5,28.5,27.75,27.75,26.5,26.5,28,28,28.25,28.25,29.75,29.75,28.75,28.75,28.75,28.75,NA,NA,30.25,30.25,29.75,29.75,27.25,27.25,27.25,27.25,27.25,27.25,27.5,27.5,26,26,27.5,27.5,32,32,31.5,31.5,29.5,29.5,29,29,30.75,30.75,30.25,30.25,29.25,29.25,26,26,27.25,27.25,26,26,26.25,26.25,28.75,28.75,28.75,28.75,29,29,27.75,27.75,27,27,28.5,28.5,27,27,27,27,25.75,25.75,25.5,25.5,27.75,27.75,27.25,27.25,27.75,27.75,32,32,29.5,29.5,27.25,27.25,26.25,26.25,28.1,28.1,33.5,33.5,27,27,25.75,25.75,27.5,27.5,25.5,25.5,26,26,26.75,26.75,28.75,28.75,29.75,29.75,28.75,28.75,26.75,26.75,27.75,27.75,31,31,29.5,29.5,26,26,26.25,26.25,27.5,27.5,26.75,26.75,28.75,28.75,29,29,29,29,28.25,28.25,29.5,29.5,27.5,27.5,30,30,28,28,25.5,25.5,26.75,26.75,26,26,27.75,27.75,27.5,27.5,29.75,29.75,27.75,27.75,28.25,28.25,27.5,27.5,28.75,28.75,29.25,29.25,28.5,28.5,27.75,27.75,26.25,26.25,24.5,24.5,25.5,25.5,27,27,27,27,28,28,27.75,27.75,27,27,27.75,27.75,28.75,28.75,28.25,28.25,28.25,28.25,26.5,26.5
"MO.7",27.5,27.5,27.5,27.5,27,27,28,28,27,27,28,28,28.5,28.5,29.5,29.5,29.5,29.5,NA,NA,28.5,28.5,27.5,27.5,28,28,28.5,28.5,28,28,26.5,26.5,27,27,28.5,28.5,29.5,29.5,30,30,30.5,30.5,29.5,29.5,30,30,29.5,29.5,30.5,30.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29,29,27.5,27.5,27.5,27.5,27,27,28.5,28.5,27,27,27.5,27.5,27.5,27.5,26,26,27.5,27.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,26.7,26.7,36.5,36.5,27.5,27.5,27,27,27,27,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29.5,29.5,27.5,27.5,28,28,29,29,30,30,27,27,27.5,27.5,28.5,28.5,27,27,29,29,28.5,28.5,29.5,29.5,27.5,27.5,30,30,26,26,27,27,28.5,28.5,26.5,26.5,28.5,28.5,26.5,26.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,28,28,27,27,28.5,28.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,25,25,26,26,27.5,27.5,27,27,27.5,27.5,27,27,24.5,24.5,27.5,27.5,29.5,29.5,29,29,29,29,26.5,26.5
"MO.8",27.25,27.25,28.5,28.5,27.75,27.75,26.5,26.5,28,28,28.25,28.25,29.75,29.75,28.75,28.75,28.75,28.75,NA,NA,30.25,30.25,29.75,29.75,27.25,27.25,27.25,27.25,27.25,27.25,27.5,27.5,26,26,27.5,27.5,32,32,31.5,31.5,29.5,29.5,29,29,30.75,30.75,30.25,30.25,29.25,29.25,26,26,27.25,27.25,26,26,26.25,26.25,28.75,28.75,28.75,28.75,29,29,27.75,27.75,27,27,28.5,28.5,27,27,27,27,25.75,25.75,25.5,25.5,27.75,27.75,27.25,27.25,27.75,27.75,32,32,29.5,29.5,27.25,27.25,26.25,26.25,28.1,28.1,33.5,33.5,27,27,25.75,25.75,27.5,27.5,25.5,25.5,26,26,26.75,26.75,28.75,28.75,29.75,29.75,28.75,28.75,26.75,26.75,27.75,27.75,31,31,29.5,29.5,26,26,26.25,26.25,27.5,27.5,26.75,26.75,28.75,28.75,29,29,29,29,28.25,28.25,29.5,29.5,27.5,27.5,30,30,28,28,25.5,25.5,26.75,26.75,26,26,27.75,27.75,27.5,27.5,29.75,29.75,27.75,27.75,28.25,28.25,27.5,27.5,28.75,28.75,29.25,29.25,28.5,28.5,27.75,27.75,26.25,26.25,24.5,24.5,25.5,25.5,27,27,27,27,28,28,27.75,27.75,27,27,27.75,27.75,28.75,28.75,28.25,28.25,28.25,28.25,26.5,26.5
"MO.9",27.5,27.5,27.5,27.5,27,27,28,28,27,27,28,28,28.5,28.5,29.5,29.5,29.5,29.5,NA,NA,28.5,28.5,27.5,27.5,28,28,28.5,28.5,28,28,26.5,26.5,27,27,28.5,28.5,29.5,29.5,30,30,30.5,30.5,29.5,29.5,30,30,29.5,29.5,30.5,30.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29,29,27.5,27.5,27.5,27.5,27,27,28.5,28.5,27,27,27.5,27.5,27.5,27.5,26,26,27.5,27.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,26.7,26.7,36.5,36.5,27.5,27.5,27,27,27,27,27.5,27.5,27.5,27.5,28,28,28,28,29.5,29.5,29.5,29.5,27.5,27.5,28,28,29,29,30,30,27,27,27.5,27.5,28.5,28.5,27,27,29,29,28.5,28.5,29.5,29.5,27.5,27.5,30,30,26,26,27,27,28.5,28.5,26.5,26.5,28.5,28.5,26.5,26.5,28,28,27.5,27.5,27.5,27.5,27.5,27.5,28,28,27,27,28.5,28.5,27.5,27.5,28.5,28.5,27.5,27.5,27,27,25,25,26,26,27.5,27.5,27,27,27.5,27.5,27,27,24.5,24.5,27.5,27.5,29.5,29.5,29,29,29,29,26.5,26.5
"PS.1",NA,NA,27.5,27.5,25.5,25.5,27,27,27.5,27.5,27,27,27,27,28.5,28.5,26,26,25.5,25.5,26,26,27.5,27.5,27.5,27.5,26,26,26,26,25,25,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,28.5,28.5,26.5,26.5,25.5,25.5,26.5,26.5,27,27,27,27,26.5,26.5,27,27,26.5,26.5,25,25,26.5,26.5,26,26,26.5,26.5,25.5,25.5,25,25,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,27,27,26.5,26.5,26,26,27,27,27,27,29,29,26.5,26.5,25.5,25.5,26,26,26,26,28,28,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,28,28,27.5,27.5,26,26,25.5,25.5,26.5,26.5,27,27,28.5,28.5,27.5,27.5,26.5,26.5,26,26,25.5,25.5,27,27,27,27,27,27,25.5,25.5,26,26,27.5,27.5,28.5,28.5,28.5,28.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,29,29,27,27,27,27,26.5,26.5,27.5,27.5,26,26,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,26.5,26.5,26.5,26.5,28.5,28.5
"PS.2",NA,NA,27.5,27.5,25.5,25.5,27,27,27.5,27.5,27,27,27,27,28.5,28.5,26,26,25.5,25.5,26,26,27.5,27.5,27.5,27.5,26,26,26,26,25,25,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,28.5,28.5,26.5,26.5,25.5,25.5,26.5,26.5,27,27,27,27,26.5,26.5,27,27,26.5,26.5,25,25,26.5,26.5,26,26,26.5,26.5,25.5,25.5,25,25,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,27,27,26.5,26.5,26,26,27,27,27,27,29,29,26.5,26.5,25.5,25.5,26,26,26,26,28,28,26.5,26.5,27,27,27,27,26.5,26.5,26.5,26.5,28,28,27.5,27.5,26,26,25.5,25.5,26.5,26.5,27,27,28.5,28.5,27.5,27.5,26.5,26.5,26,26,25.5,25.5,27,27,27,27,27,27,25.5,25.5,26,26,27.5,27.5,28.5,28.5,28.5,28.5,27.5,27.5,26.5,26.5,27.5,27.5,27.5,27.5,29,29,27,27,27,27,26.5,26.5,27.5,27.5,26,26,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,27.5,27.5,28,28,26.5,26.5,26.5,26.5,28.5,28.5
"UG.13",28.5,28.5,27.5,27.5,28,28,28,28,27,27,28.5,28.5,28,28,29,29,27.5,27.5,NA,NA,27.5,27.5,27.5,27.5,28.5,28.5,29,29,28.5,28.5,28,28,28.5,28.5,28.5,28.5,29,29,28.5,28.5,28.5,28.5,28,28,29.5,29.5,29,29,29.5,29.5,28.5,28.5,27.5,27.5,28.5,28.5,27.5,27.5,28,28,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,27.5,27.5,28,28,29.5,29.5,28,28,27.5,27.5,27.5,27.5,31,31,28.5,28.5,28,28,28.5,28.5,28.5,28.5,27.5,27.5,28.5,28.5,29,29,30,30,29,29,27.5,27.5,28.5,28.5,28.5,28.5,28.5,28.5,28,28,29,29,28.5,28.5,27.5,27.5,27.5,27.5,29,29,30.5,30.5,28,28,29,29,29,29,28.5,28.5,29.5,29.5,29.5,29.5,29,29,28,28,29,29,27,27,29,29,29.5,29.5,27.5,27.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,29,29,28.5,28.5,28.5,28.5,28.5,28.5,29.5,29.5,27.5,27.5,27.5,27.5,28.5,28.5,27.5,27.5,28.5,28.5,28,28,29,29,28.5,28.5,29.5,29.5,29,29,29.5,29.5,28.5,28.5
"UG.14",26.5,26.5,25.5,25.5,25.5,25.5,25.5,25.5,30.5,30.5,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,NA,NA,25.5,25.5,25.5,25.5,26,26,26.5,26.5,30,30,25,25,27,27,28,28,27.5,27.5,27,27,30.5,30.5,27.5,27.5,27.5,27.5,27,27,27.5,27.5,25.5,25.5,25.5,25.5,26.5,26.5,25.5,25.5,29.5,29.5,27,27,27.5,27.5,26.5,26.5,25.5,25.5,26.5,26.5,26.5,26.5,26.5,26.5,25,25,24.5,24.5,25.5,25.5,26,26,26.5,26.5,26.5,26.5,27.5,27.5,27,27,NA,NA,NA,NA,26.5,26.5,27.5,27.5,25.5,25.5,25,25,25.5,25.5,25.5,25.5,26.5,26.5,27,27,27.5,27.5,29,29,27,27,26.5,26.5,27.5,27.5,28.5,28.5,26.5,26.5,25.5,25.5,27,27,26.5,26.5,28.5,28.5,28,28,28.5,28.5,28,28,28.5,28.5,28,28,26.5,26.5,28,28,26.5,26.5,26.5,26.5,25.5,25.5,27.5,27.5,27,27,26.5,26.5,27.5,27.5,28,28,27.5,27.5,30.5,30.5,28.5,28.5,27.5,27.5,26.5,26.5,26,26,26.5,26.5,26,26,26.5,26.5,29,29,27,27,29.5,29.5,27.5,27.5,28,28,28.5,28.5,28,28,26.5,26.5,26.5,26.5
"UG.7",28.5,28.5,27.5,27.5,28,28,28,28,27,27,28.5,28.5,28,28,29,29,27.5,27.5,NA,NA,27.5,27.5,27.5,27.5,28.5,28.5,29,29,28.5,28.5,28,28,28.5,28.5,28.5,28.5,29,29,28.5,28.5,28.5,28.5,28,28,29.5,29.5,29,29,29.5,29.5,28.5,28.5,27.5,27.5,28.5,28.5,27.5,27.5,28,28,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,27.5,27.5,28,28,29.5,29.5,28,28,27.5,27.5,27.5,27.5,31,31,28.5,28.5,28,28,28.5,28.5,28.5,28.5,27.5,27.5,28.5,28.5,29,29,30,30,29,29,27.5,27.5,28.5,28.5,28.5,28.5,28.5,28.5,28,28,29,29,28.5,28.5,27.5,27.5,27.5,27.5,29,29,30.5,30.5,28,28,29,29,29,29,28.5,28.5,29.5,29.5,29.5,29.5,29,29,28,28,29,29,27,27,29,29,29.5,29.5,27.5,27.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,29,29,28.5,28.5,28.5,28.5,28.5,28.5,29.5,29.5,27.5,27.5,27.5,27.5,28.5,28.5,27.5,27.5,28.5,28.5,28,28,29,29,28.5,28.5,29.5,29.5,29,29,29.5,29.5,28.5,28.5
"UG.8",26.5,26.5,25.5,25.5,25.5,25.5,25.5,25.5,30.5,30.5,25.5,25.5,26.5,26.5,27.5,27.5,26.5,26.5,NA,NA,25.5,25.5,25.5,25.5,26,26,26.5,26.5,30,30,25,25,27,27,28,28,27.5,27.5,27,27,30.5,30.5,27.5,27.5,27.5,27.5,27,27,27.5,27.5,25.5,25.5,25.5,25.5,26.5,26.5,25.5,25.5,29.5,29.5,27,27,27.5,27.5,26.5,26.5,25.5,25.5,26.5,26.5,26.5,26.5,26.5,26.5,25,25,24.5,24.5,25.5,25.5,26,26,26.5,26.5,26.5,26.5,27.5,27.5,27,27,NA,NA,NA,NA,26.5,26.5,27.5,27.5,25.5,25.5,25,25,25.5,25.5,25.5,25.5,26.5,26.5,27,27,27.5,27.5,29,29,27,27,26.5,26.5,27.5,27.5,28.5,28.5,26.5,26.5,25.5,25.5,27,27,26.5,26.5,28.5,28.5,28,28,28.5,28.5,28,28,28.5,28.5,28,28,26.5,26.5,28,28,26.5,26.5,26.5,26.5,25.5,25.5,27.5,27.5,27,27,26.5,26.5,27.5,27.5,28,28,27.5,27.5,30.5,30.5,28.5,28.5,27.5,27.5,26.5,26.5,26,26,26.5,26.5,26,26,26.5,26.5,29,29,27,27,29.5,29.5,27.5,27.5,28,28,28.5,28.5,28,28,26.5,26.5,26.5,26.5
